,BusinessTravel,Department,EducationField,JobRole,MaritalStatus,AgeBin,AttritionCat,DistanceFromHomeBin,EducationCat,EnvironmentSatisfactionCat,GenderCat,JobInvolvementCat,JobSatisfactionCat,MonthlyIncomeBin,NumCompaniesWorkedBin,OverTimeCat,PercentSalaryHikeBin,RelationshipSatisfactionCat,StockOptionLevelCat,TotalWorkingYearsBin,TrainingTimesLastYearBin,WorkLifeBalanceCat,YearsWithCurrManagerBin
241,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,High_Sat,Male,Medium_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
242,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
243,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,Very High_Sat,Female,High_JobInv,High_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
244,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,Very High_Sat,Male,Medium_JobInv,Low_JobSat,high_Inc,none_Comp,No_OT,low_PSH,High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
245,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,High_JobInv,Very High_JobSat,medium_Inc,none_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
246,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[48.0, 58.04)_Age",No_Attr,near_Dist,College,Medium_Sat,Female,Medium_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
247,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,far_Dist,Bachelor,Medium_Sat,Female,Very High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
248,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Divorced,"[18.0, 28.0)_Age",No_Attr,near_Dist,Below College,Very High_Sat,Female,Low_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
249,Travel_Frequently,Research & Development,Other,Laboratory Technician,Divorced,"[18.0, 28.0)_Age",Yes_Attr,medium_Dist,Bachelor,Low_Sat,Female,High_JobInv,High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
250,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Below College,Medium_Sat,Female,High_JobInv,Low_JobSat,high_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,4-9 years_YWCM
251,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[38.0, 48.0)_Age",Yes_Attr,near_Dist,Bachelor,Medium_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
252,Non-Travel,Research & Development,Life Sciences,Laboratory Technician,Single,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Bachelor,Low_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Medium_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
253,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,Low_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,many_Comp,No_OT,high_PSH,High_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
254,Non-Travel,Research & Development,Medical,Laboratory Technician,Married,"[38.0, 48.0)_Age",No_Attr,far_Dist,Below College,Very High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
255,Travel_Rarely,Research & Development,Other,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,far_Dist,College,Low_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
256,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
257,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[28.0, 38.0)_Age",Yes_Attr,far_Dist,Master,Low_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
258,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,Medium_JobInv,High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
259,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Divorced,"[48.0, 58.04)_Age",No_Attr,far_Dist,Below College,Very High_Sat,Female,High_JobInv,High_JobSat,medium_Inc,none_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
260,Non-Travel,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
261,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,Medium_JobInv,Medium_JobSat,medium_Inc,many_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
262,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
263,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Bachelor,Very High_Sat,Female,Medium_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
264,Travel_Frequently,Research & Development,Other,Laboratory Technician,Married,"[48.0, 58.04)_Age",No_Attr,near_Dist,Master,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,many_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
265,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,far_Dist,Bachelor,Medium_Sat,Female,Low_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
266,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,Medium_Sat,Male,Very High_JobInv,Medium_JobSat,high_Inc,none_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
267,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
268,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
269,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[48.0, 58.04)_Age",No_Attr,far_Dist,Master,Low_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
270,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,far_Dist,Master,High_Sat,Female,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,no_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
271,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,High_Sat,Female,Low_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
272,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Low_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
273,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",Yes_Attr,medium_Dist,Below College,High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
274,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Single,"[38.0, 48.0)_Age",Yes_Attr,near_Dist,Bachelor,Low_Sat,Female,Medium_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,Medium_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
275,Non-Travel,Research & Development,Medical,Laboratory Technician,Married,"[48.0, 58.04)_Age",No_Attr,far_Dist,Below College,Very High_Sat,Male,Very High_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,3_StockLevelRelSat,more 20 years_TWY,no_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
276,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Below College,Very High_Sat,Male,Medium_JobInv,Very High_JobSat,medium_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
277,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,more 9 years_YWCM
278,Travel_Rarely,Research & Development,Technical Degree,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",Yes_Attr,medium_Dist,Bachelor,High_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
279,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Medium_Sat,Female,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,no_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
280,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[18.0, 28.0)_Age",Yes_Attr,medium_Dist,Master,High_Sat,Male,Very High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
281,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
282,Travel_Rarely,Research & Development,Other,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,College,Very High_Sat,Female,Medium_JobInv,Medium_JobSat,medium_Inc,some_Comp,Yes_OT,low_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
283,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
284,Travel_Rarely,Research & Development,Technical Degree,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
285,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[38.0, 48.0)_Age",Yes_Attr,near_Dist,Bachelor,Low_Sat,Female,High_JobInv,High_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
286,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[18.0, 28.0)_Age",No_Attr,far_Dist,Master,Very High_Sat,Male,High_JobInv,High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
287,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,more 20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
288,Travel_Frequently,Research & Development,Medical,Laboratory Technician,Single,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Below College,High_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
289,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Bachelor,High_Sat,Female,Very High_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,High_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
290,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Medium_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
291,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[18.0, 28.0)_Age",No_Attr,far_Dist,Master,Medium_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,many_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
292,Travel_Frequently,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Medium_Sat,Male,Very High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
293,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Single,"[48.0, 58.04)_Age",Yes_Attr,far_Dist,College,Low_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
294,Travel_Frequently,Research & Development,Medical,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
295,Travel_Frequently,Research & Development,Other,Laboratory Technician,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,Very High_JobInv,Very High_JobSat,medium_Inc,none_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
296,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,Very High_Sat,Female,High_JobInv,High_JobSat,medium_Inc,many_Comp,Yes_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
297,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Very High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
298,Non-Travel,Research & Development,Other,Laboratory Technician,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Master,Medium_Sat,Male,Low_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
299,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Female,High_JobInv,Medium_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
300,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Master,Very High_Sat,Male,Low_JobInv,High_JobSat,medium_Inc,some_Comp,No_OT,high_PSH,High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
301,Travel_Frequently,Research & Development,Life Sciences,Laboratory Technician,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,Medium_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
302,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Below College,Low_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
303,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Medium_Sat,Female,Very High_JobInv,Very High_JobSat,high_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
304,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[18.0, 28.0)_Age",Yes_Attr,near_Dist,Bachelor,Very High_Sat,Female,Medium_JobInv,High_JobSat,high_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
305,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Married,"[18.0, 28.0)_Age",No_Attr,far_Dist,Bachelor,Very High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
306,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Female,High_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
307,Travel_Frequently,Research & Development,Medical,Laboratory Technician,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Low_Sat,Female,Very High_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
308,Travel_Rarely,Research & Development,Other,Laboratory Technician,Divorced,"[18.0, 28.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
309,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[18.0, 28.0)_Age",Yes_Attr,near_Dist,College,Low_Sat,Female,Medium_JobInv,High_JobSat,low_Inc,many_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
310,Travel_Rarely,Research & Development,Life Sciences,Laboratory Technician,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
311,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[48.0, 58.04)_Age",No_Attr,near_Dist,Below College,Medium_Sat,Female,High_JobInv,Low_JobSat,medium_Inc,some_Comp,Yes_OT,high_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
312,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Single,"[18.0, 28.0)_Age",No_Attr,far_Dist,Bachelor,Low_Sat,Male,Low_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
313,Travel_Rarely,Research & Development,Medical,Laboratory Technician,Divorced,"[48.0, 58.04)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
