Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsWithCurrManager;Stagnation;KmeansLabels;DbscanLabels;HierarchicalLabels
32;0;Travel_Rarely;Sales;8;2;Technical Degree;3;0;2;Sales Executive;2;Married;7677;1;1;11;4;0;13;2;3;1;1;1;5;0;0
39;1;Travel_Rarely;Sales;1;4;Other;4;1;3;Sales Executive;3;Single;2232;3;1;14;4;0;5;1;3;3;0;0;5;1;0
43;0;Travel_Rarely;Sales;10;4;Marketing;3;1;2;Sales Executive;3;Divorced;19419;0;1;14;2;2;9;2;3;4;4;8;0;-1;0
38;0;Travel_Frequently;Sales;11;5;Marketing;4;1;2;Sales Executive;1;Married;2440;4;0;16;3;1;6;3;3;4;0;0;5;4;0
31;0;Travel_Rarely;Sales;7;4;Life Sciences;3;0;3;Sales Executive;4;Married;11557;1;1;11;4;0;10;3;3;5;5;0;2;-1;0
27;0;Travel_Rarely;Sales;1;4;Marketing;3;1;3;Sales Executive;4;Married;4227;1;0;19;3;2;9;2;3;3;3;9;5;-1;0
35;0;Travel_Rarely;Sales;8;4;Marketing;3;0;3;Sales Executive;2;Married;5561;0;0;11;4;1;10;2;3;5;2;20;2;-1;0
51;0;Travel_Rarely;Sales;16;4;Marketing;1;0;3;Sales Executive;1;Single;5441;8;0;14;4;0;10;2;3;10;2;4;2;-1;0
35;0;Travel_Rarely;Sales;6;4;Medical;2;0;3;Sales Executive;3;Single;4323;1;0;16;1;0;12;2;3;5;5;25;4;-1;0
38;0;Travel_Rarely;Sales;3;1;Medical;4;1;2;Sales Executive;4;Married;7756;3;1;12;3;0;9;6;2;5;1;0;2;3;0
31;0;Travel_Rarely;Sales;2;4;Medical;2;1;3;Sales Executive;2;Married;1129;5;0;12;4;3;5;4;3;1;0;0;5;0;0
40;0;Travel_Rarely;Sales;28;3;Life Sciences;1;1;2;Sales Executive;3;Married;4448;0;0;18;4;0;6;3;3;6;2;4;2;-1;0
32;0;Non-Travel;Sales;2;4;Life Sciences;4;0;3;Sales Executive;3;Divorced;2718;1;1;19;1;1;10;3;2;7;6;49;4;-1;0
40;0;Travel_Rarely;Sales;8;4;Marketing;3;0;3;Sales Executive;3;Divorced;19419;0;0;12;4;0;6;2;3;4;2;0;0;-1;0
26;0;Travel_Rarely;Sales;4;2;Life Sciences;2;0;2;Sales Executive;4;Single;2875;0;1;11;2;0;5;2;3;5;3;4;2;3;0
36;0;Non-Travel;Sales;5;4;Marketing;1;0;3;Sales Executive;4;Single;42903;4;1;21;3;0;14;2;3;10;8;0;3;-1;2
26;0;Travel_Frequently;Sales;2;3;Marketing;3;0;3;Sales Executive;1;Single;3102;0;1;12;4;0;4;2;3;4;2;0;5;4;0
36;0;Travel_Rarely;Sales;3;1;Other;3;0;3;Sales Executive;1;Married;2267;1;1;18;4;0;5;2;3;2;2;0;5;2;0
36;0;Travel_Rarely;Sales;29;4;Marketing;1;0;2;Sales Executive;4;Married;14118;1;0;14;1;2;13;2;3;1;1;1;5;-1;0
33;0;Travel_Rarely;Sales;6;4;Medical;3;0;3;Sales Executive;4;Married;6388;4;0;14;2;1;7;6;4;0;0;0;5;5;0
37;0;Travel_Rarely;Sales;4;2;Life Sciences;4;0;3;Sales Executive;4;Single;4213;0;1;17;3;0;9;4;3;9;7;0;2;-1;0
24;0;Travel_Rarely;Sales;22;4;Other;3;0;3;Sales Executive;1;Married;2774;0;0;11;3;0;6;2;3;0;0;0;5;5;0
53;0;Travel_Rarely;Sales;2;2;Life Sciences;4;0;2;Sales Executive;4;Married;14852;0;0;18;4;1;13;3;3;13;5;49;4;-1;3
34;0;Travel_Rarely;Sales;5;1;Life Sciences;2;1;3;Sales Executive;4;Married;2929;0;0;13;1;0;8;3;4;8;2;4;2;-1;0
36;0;Travel_Rarely;Sales;10;2;Life Sciences;4;1;3;Sales Executive;4;Single;2220;7;0;14;4;0;16;2;3;1;1;1;5;0;0
53;0;Travel_Rarely;Sales;1;5;Medical;4;0;3;Sales Executive;4;Single;14814;4;0;15;2;0;7;3;3;5;0;0;0;-1;0
32;1;Travel_Rarely;Sales;3;1;Life Sciences;3;0;2;Sales Executive;4;Married;23333;1;1;11;1;1;14;5;3;5;5;15;0;-1;2
36;0;Travel_Rarely;Sales;16;3;Marketing;3;1;3;Sales Executive;2;Married;8686;0;0;15;3;2;12;2;2;8;8;48;4;-1;0
36;0;Travel_Frequently;Sales;4;4;Marketing;3;0;2;Sales Executive;4;Married;2794;7;0;11;1;1;15;3;2;5;5;10;2;-1;0
37;0;Travel_Rarely;Sales;11;2;Technical Degree;2;1;3;Sales Executive;4;Married;2782;0;0;14;3;1;10;3;3;5;5;10;2;-1;0
58;0;Travel_Frequently;Sales;3;3;Marketing;4;0;3;Sales Executive;1;Married;15787;2;0;14;4;1;16;2;3;2;2;0;0;-1;0
36;0;Travel_Rarely;Sales;9;2;Marketing;2;0;2;Sales Executive;2;Married;2406;1;0;14;1;2;5;3;3;1;1;0;5;0;0
30;0;Non-Travel;Sales;7;5;Marketing;4;0;3;Sales Executive;4;Married;2097;4;0;12;3;1;7;3;2;5;3;0;2;3;0
38;0;Travel_Rarely;Sales;10;3;Marketing;4;0;2;Sales Executive;4;Married;5745;1;1;11;4;0;6;2;3;2;2;4;5;2;0
35;0;Travel_Rarely;Sales;2;2;Medical;1;0;4;Sales Executive;3;Single;42903;0;0;14;2;0;9;2;2;9;7;0;3;-1;2
31;0;Travel_Rarely;Sales;11;4;Marketing;2;0;2;Sales Executive;4;Married;5460;4;0;13;1;1;8;4;2;7;0;0;2;-1;0
31;0;Travel_Rarely;Sales;1;3;Technical Degree;4;0;2;Sales Executive;3;Married;2956;1;1;14;4;0;10;4;3;1;1;1;5;0;0
47;1;Travel_Rarely;Sales;18;4;Marketing;4;1;3;Sales Executive;3;Married;4591;0;1;18;3;1;5;4;2;5;2;6;2;3;0
30;0;Travel_Rarely;Sales;2;4;Other;4;0;3;Sales Executive;1;Single;35075;7;0;13;4;0;10;2;3;8;3;0;3;-1;2
37;0;Travel_Rarely;Sales;8;3;Marketing;3;1;3;Sales Executive;2;Married;4107;5;0;21;3;1;14;3;3;1;1;1;5;0;0
29;0;Travel_Rarely;Sales;21;4;Life Sciences;1;1;1;Sales Executive;3;Married;5561;6;0;19;3;1;10;5;3;6;2;2;2;-1;0
45;0;Travel_Rarely;Sales;19;3;Life Sciences;4;1;1;Sales Executive;3;Married;23333;3;0;13;3;1;10;2;1;5;2;0;0;-1;2
32;1;Travel_Rarely;Sales;16;3;Marketing;1;1;3;Sales Executive;1;Single;6162;0;0;15;3;0;6;3;3;6;2;0;2;-1;0
43;0;Travel_Frequently;Sales;14;3;Life Sciences;3;1;3;Sales Executive;2;Married;2455;0;0;11;4;1;10;5;3;8;7;56;4;-1;0
32;0;Travel_Rarely;Sales;28;3;Medical;4;0;4;Sales Executive;4;Married;9679;3;1;18;3;1;14;1;3;1;1;1;5;0;0
25;0;Travel_Frequently;Sales;7;3;Marketing;1;0;4;Sales Executive;1;Married;1118;2;0;16;4;1;7;4;2;1;1;1;5;0;0
36;1;Travel_Rarely;Sales;13;3;Technical Degree;1;0;3;Sales Executive;2;Single;6842;5;0;11;1;0;7;2;1;5;0;0;2;3;0
35;0;Travel_Rarely;Sales;8;2;Technical Degree;2;1;4;Sales Executive;3;Married;2022;1;0;21;3;2;10;3;3;10;8;32;4;-1;0
46;1;Travel_Frequently;Sales;28;3;Marketing;4;0;2;Sales Executive;1;Divorced;5772;4;1;13;2;1;20;4;3;9;0;4;2;-1;0
24;0;Travel_Rarely;Sales;21;4;Life Sciences;1;0;2;Sales Executive;4;Married;3907;3;1;12;4;2;6;2;4;6;4;4;2;-1;0
22;0;Travel_Rarely;Sales;23;2;Life Sciences;4;0;3;Sales Executive;3;Single;2323;3;1;16;4;0;4;6;3;2;2;0;5;2;0
46;0;Travel_Rarely;Sales;10;3;Marketing;2;0;2;Sales Executive;4;Single;6895;3;0;14;3;0;9;2;2;0;0;0;5;5;0
39;0;Travel_Rarely;Sales;2;1;Marketing;2;0;4;Sales Executive;2;Married;2086;3;0;12;4;0;12;6;3;1;1;1;5;0;0
36;0;Travel_Frequently;Sales;10;3;Life Sciences;4;1;3;Sales Executive;3;Divorced;2153;1;1;14;3;1;15;2;3;1;1;0;5;0;0
30;1;Travel_Rarely;Sales;24;3;Life Sciences;2;1;4;Sales Executive;2;Single;9419;4;1;16;4;0;12;2;2;10;0;0;2;-1;0
36;0;Travel_Rarely;Sales;23;3;Marketing;3;0;2;Sales Executive;4;Married;4478;7;1;19;3;1;5;3;2;5;0;0;2;3;0
37;0;Travel_Rarely;Sales;8;3;Marketing;2;0;3;Sales Executive;4;Single;4071;1;0;14;4;0;9;4;3;1;1;1;5;0;0
26;0;Travel_Rarely;Sales;1;3;Medical;1;0;4;Sales Executive;1;Divorced;6272;1;0;22;1;1;8;5;3;5;5;0;2;3;0
30;0;Travel_Frequently;Sales;25;2;Technical Degree;4;0;3;Sales Executive;3;Married;2285;7;1;12;2;1;4;2;4;1;1;1;5;0;0
42;0;Travel_Rarely;Sales;10;4;Life Sciences;3;0;3;Sales Executive;4;Single;7677;0;0;14;2;0;5;6;3;1;1;1;5;0;0
30;0;Non-Travel;Sales;2;3;Medical;4;0;3;Sales Executive;4;Married;1274;1;1;17;1;1;10;2;3;1;1;1;5;0;0
29;1;Travel_Frequently;Sales;20;3;Life Sciences;2;0;1;Sales Executive;3;Married;6294;3;1;11;3;1;4;5;3;3;2;4;5;1;0
28;0;Travel_Rarely;Sales;9;1;Life Sciences;2;1;3;Sales Executive;3;Married;7655;0;0;20;1;0;6;3;2;6;3;5;2;-1;0
49;1;Travel_Rarely;Sales;27;2;Life Sciences;2;0;4;Sales Executive;3;Single;38989;0;1;12;4;0;8;2;3;8;3;4;3;-1;2
46;0;Travel_Rarely;Sales;10;1;Marketing;4;1;2;Sales Executive;2;Divorced;4615;0;1;14;1;2;7;2;3;7;7;7;2;-1;0
28;0;Travel_Rarely;Sales;20;3;Life Sciences;4;0;3;Sales Executive;3;Single;2080;8;0;15;3;0;8;2;3;0;0;0;5;5;0
36;0;Travel_Rarely;Sales;8;1;Marketing;3;1;3;Sales Executive;4;Married;5410;0;0;19;2;1;5;2;3;5;1;2;2;3;0
36;1;Travel_Frequently;Sales;12;3;Life Sciences;3;0;3;Sales Executive;1;Single;3761;0;1;12;2;0;18;3;2;5;5;25;4;-1;0
37;0;Travel_Rarely;Sales;2;3;Marketing;2;0;3;Sales Executive;2;Married;31161;2;0;11;2;0;14;2;3;7;2;6;3;-1;2
37;0;Travel_Rarely;Sales;2;1;Life Sciences;2;1;3;Sales Executive;4;Single;15505;4;1;13;3;0;10;2;4;3;3;0;0;-1;0
46;1;Travel_Rarely;Sales;24;4;Life Sciences;1;0;3;Sales Executive;1;Single;19419;6;1;13;2;0;15;2;2;4;2;4;0;-1;0
38;0;Travel_Rarely;Sales;10;4;Life Sciences;4;1;2;Sales Executive;4;Divorced;15505;2;1;14;3;3;8;2;3;3;0;0;0;-1;0
55;0;Travel_Rarely;Sales;6;3;Medical;4;1;4;Sales Executive;3;Married;3537;2;0;11;1;1;11;2;3;4;4;16;5;-1;0
33;1;Non-Travel;Sales;6;4;Life Sciences;2;1;1;Sales Executive;3;Married;5147;4;1;18;2;0;12;2;2;11;7;49;4;-1;0
33;0;Travel_Rarely;Sales;4;1;Marketing;3;0;2;Sales Executive;1;Married;2500;1;0;12;1;0;5;2;4;3;3;0;5;1;0
45;0;Non-Travel;Sales;3;4;Marketing;1;0;3;Sales Executive;2;Single;4385;3;1;16;4;0;15;2;3;10;1;0;2;-1;0
27;0;Travel_Rarely;Sales;4;2;Life Sciences;3;0;3;Sales Representative;2;Married;8726;0;0;11;1;1;6;0;3;6;2;3;2;-1;0
51;0;Travel_Rarely;Sales;2;2;Life Sciences;1;0;3;Sales Representative;3;Married;19419;0;0;19;3;1;3;4;3;3;2;2;0;-1;0
36;0;Non-Travel;Sales;10;1;Medical;4;0;3;Sales Representative;2;Married;9980;0;0;22;2;0;1;3;3;1;0;0;5;0;0
55;0;Non-Travel;Sales;2;4;Life Sciences;3;0;3;Sales Representative;4;Single;38989;0;1;21;4;0;7;3;2;7;2;2;3;-1;2
49;1;Travel_Rarely;Sales;3;2;Marketing;1;0;2;Sales Representative;3;Married;6895;1;1;14;3;0;3;2;3;0;0;0;5;5;0
30;0;Travel_Frequently;Sales;5;3;Marketing;4;1;3;Sales Representative;2;Divorced;4968;0;0;11;3;1;2;2;2;2;2;4;5;2;0
32;0;Non-Travel;Sales;2;4;Life Sciences;4;0;2;Sales Representative;4;Single;4087;0;1;18;1;0;3;3;2;3;2;2;5;1;0
29;0;Travel_Rarely;Sales;29;4;Life Sciences;1;1;3;Sales Representative;4;Divorced;2974;2;0;15;2;2;11;2;2;5;0;0;2;3;0
36;0;Travel_Rarely;Sales;7;1;Life Sciences;4;1;3;Sales Representative;3;Married;5228;1;0;13;1;1;1;2;3;1;0;0;5;0;0
33;1;Travel_Rarely;Sales;9;3;Marketing;2;1;1;Sales Representative;2;Single;8224;0;0;13;3;0;2;3;3;2;2;4;5;-1;0
31;0;Travel_Rarely;Sales;6;2;Marketing;2;0;3;Sales Representative;3;Married;7677;2;1;20;4;1;13;2;1;1;1;1;5;0;0
40;0;Travel_Rarely;Sales;13;2;Life Sciences;4;0;3;Sales Representative;2;Married;2809;0;0;13;3;1;1;2;3;1;0;0;5;0;0
40;1;Travel_Rarely;Sales;9;4;Life Sciences;3;1;2;Sales Representative;1;Single;6377;0;0;23;2;0;10;2;3;10;3;0;2;-1;0
36;1;Travel_Rarely;Sales;1;1;Technical Degree;1;0;2;Sales Representative;2;Single;10855;0;1;11;3;0;3;2;3;3;2;2;5;-1;0
32;0;Travel_Rarely;Sales;24;3;Medical;4;0;3;Sales Representative;4;Married;27247;0;0;13;3;2;3;5;3;3;1;4;0;-1;2
34;1;Travel_Rarely;Sales;22;1;Marketing;4;0;3;Sales Representative;3;Single;6274;0;1;19;4;0;0;5;2;0;0;0;5;5;0
37;1;Travel_Rarely;Sales;20;2;Marketing;2;1;3;Sales Representative;2;Single;6474;0;1;22;4;0;4;2;2;4;2;0;5;4;0
40;0;Travel_Rarely;Sales;9;3;Marketing;2;0;2;Sales Representative;2;Married;5473;0;0;19;4;1;3;5;3;3;2;2;5;1;0
41;1;Travel_Rarely;Sales;9;2;Life Sciences;1;0;2;Sales Representative;1;Married;4766;3;0;12;1;0;6;2;3;1;1;1;5;0;0
33;1;Non-Travel;Sales;2;1;Marketing;3;1;3;Sales Representative;1;Divorced;2342;0;0;11;2;1;5;2;3;2;2;0;5;2;0
34;0;Non-Travel;Sales;4;1;Medical;2;0;3;Sales Representative;3;Single;4568;0;0;19;1;0;5;2;3;5;0;0;2;3;0
27;1;Travel_Rarely;Sales;21;3;Other;4;0;2;Sales Representative;2;Single;31161;0;1;13;2;0;1;5;4;1;0;0;0;-1;2
31;0;Non-Travel;Sales;2;4;Marketing;2;1;1;Sales Representative;4;Married;9852;2;1;20;1;2;13;5;2;10;3;0;2;-1;0
26;1;Travel_Rarely;Sales;1;1;Technical Degree;3;1;1;Sales Representative;1;Single;2061;0;0;21;1;0;1;5;4;1;0;0;5;0;0
55;0;Travel_Rarely;Sales;22;1;Technical Degree;3;0;3;Sales Representative;3;Single;4035;1;0;11;3;0;3;2;3;3;2;2;5;1;0
41;0;Travel_Frequently;Sales;2;4;Marketing;3;1;3;Sales Representative;3;Married;5467;6;0;18;4;1;6;4;3;6;2;3;2;-1;0
28;1;Travel_Rarely;Sales;24;3;Technical Degree;3;0;4;Sales Representative;1;Single;4558;0;0;17;4;0;1;2;3;1;0;0;5;0;0
43;0;Travel_Frequently;Sales;4;4;Marketing;1;0;3;Sales Representative;4;Divorced;2258;4;0;17;3;1;13;2;3;3;3;9;5;-1;0
35;1;Travel_Rarely;Sales;19;2;Marketing;3;0;2;Sales Representative;2;Married;9582;0;1;18;3;3;1;2;3;1;0;0;5;0;0
45;0;Travel_Rarely;Sales;7;1;Marketing;4;1;3;Sales Representative;2;Single;4850;0;0;14;1;0;4;3;3;4;2;2;5;4;0
53;0;Travel_Rarely;Sales;14;3;Technical Degree;3;1;3;Sales Representative;3;Divorced;58559;0;1;18;4;2;8;2;3;8;6;0;3;-1;2
40;1;Travel_Rarely;Sales;24;1;Life Sciences;3;0;1;Sales Representative;4;Single;3617;1;1;14;4;0;1;2;3;1;0;0;5;0;0
40;0;Travel_Rarely;Sales;2;1;Life Sciences;3;1;3;Sales Representative;1;Divorced;5715;0;0;12;3;3;1;5;3;1;0;0;5;0;0
36;0;Non-Travel;Sales;1;4;Medical;2;0;2;Sales Representative;2;Married;5249;0;0;14;2;1;3;0;3;3;2;4;5;1;0
36;1;Travel_Frequently;Sales;5;3;Marketing;2;0;3;Sales Representative;2;Single;13675;0;1;14;4;0;0;3;3;0;0;0;5;-1;0
47;0;Travel_Rarely;Sales;8;4;Life Sciences;1;1;3;Sales Representative;4;Married;15972;1;0;16;2;1;3;2;2;3;2;0;0;-1;0
36;0;Travel_Frequently;Sales;3;3;Medical;2;0;3;Sales Representative;2;Married;4968;0;0;19;4;1;1;3;3;1;0;0;5;0;0
26;0;Travel_Frequently;Sales;1;3;Life Sciences;1;1;2;Sales Representative;1;Single;6397;4;0;14;1;0;8;6;2;6;0;0;2;-1;0
36;0;Travel_Rarely;Sales;20;3;Life Sciences;3;0;4;Sales Representative;4;Married;7677;0;0;12;1;1;3;2;3;1;1;1;5;0;0
28;0;Non-Travel;Sales;21;2;Medical;3;0;3;Sales Representative;4;Married;2144;5;0;15;2;1;10;3;3;5;0;0;2;3;0
36;0;Travel_Rarely;Sales;7;4;Life Sciences;2;1;2;Sales Representative;3;Married;3419;3;0;15;2;0;13;3;4;1;1;1;5;0;0
37;1;Travel_Rarely;Sales;1;3;Life Sciences;4;0;3;Sales Representative;2;Single;5993;0;1;11;1;0;3;2;4;3;2;4;5;1;0
36;0;Travel_Frequently;Sales;2;1;Technical Degree;3;0;3;Sales Representative;1;Divorced;10209;3;0;13;3;1;3;2;3;2;0;0;5;-1;0
54;0;Travel_Rarely;Sales;10;3;Medical;4;1;2;Sales Representative;3;Single;3780;0;0;12;1;0;0;3;3;0;0;0;5;5;0
52;0;Travel_Rarely;Sales;8;4;Marketing;4;1;3;Sales Representative;2;Married;3149;0;0;15;4;1;4;3;3;4;2;4;5;4;0
39;1;Travel_Rarely;Sales;12;4;Life Sciences;2;0;2;Sales Representative;1;Married;3902;0;0;18;3;1;1;2;4;1;0;0;5;0;0
35;0;Travel_Rarely;Sales;23;1;Medical;2;1;2;Sales Representative;3;Married;2559;1;0;21;4;1;9;3;3;6;6;30;4;-1;0
34;0;Travel_Frequently;Sales;7;2;Technical Degree;2;0;3;Sales Representative;3;Married;5747;0;1;25;2;1;12;3;3;12;7;50;4;-1;0
35;1;Travel_Rarely;Sales;1;1;Technical Degree;1;1;3;Sales Representative;2;Single;8606;0;1;16;2;0;6;3;3;6;4;3;2;-1;0
33;1;Travel_Frequently;Sales;1;4;Life Sciences;2;1;1;Sales Representative;3;Single;5376;0;0;12;2;0;1;3;3;1;0;0;5;0;0
28;1;Travel_Rarely;Sales;2;3;Medical;3;1;2;Sales Representative;3;Single;7677;1;0;13;4;0;2;3;2;1;1;0;5;0;0
36;0;Travel_Frequently;Sales;9;1;Life Sciences;4;0;3;Sales Representative;1;Single;6499;0;0;11;1;0;2;3;3;2;2;0;5;-1;0
26;0;Travel_Rarely;Sales;10;3;Marketing;4;0;3;Sales Representative;2;Divorced;4306;1;0;14;4;2;2;5;3;0;0;0;5;5;0
36;0;Travel_Rarely;Sales;5;3;Other;4;0;2;Sales Representative;3;Single;6232;0;0;18;4;0;5;3;3;3;0;0;5;1;0
42;0;Non-Travel;Sales;2;2;Technical Degree;2;0;1;Sales Representative;3;Single;6272;0;0;13;1;0;9;3;3;0;0;0;5;5;0
19;0;Travel_Rarely;Sales;2;3;Medical;3;0;3;Sales Representative;3;Single;2121;1;0;19;1;0;1;2;3;1;1;1;5;0;0
38;1;Travel_Rarely;Sales;1;3;Technical Degree;1;1;3;Sales Representative;3;Married;2619;3;0;15;4;1;5;2;4;0;0;0;5;5;0
53;0;Travel_Rarely;Sales;10;4;Life Sciences;3;0;3;Sales Representative;3;Married;10448;0;1;19;4;1;1;2;3;1;0;0;5;0;0
37;1;Travel_Frequently;Sales;7;3;Life Sciences;3;0;3;Sales Representative;4;Divorced;2793;1;1;21;2;1;3;2;3;1;1;0;5;0;0
34;0;Travel_Rarely;Sales;8;1;Life Sciences;2;0;2;Sales Representative;4;Single;38989;0;0;19;4;0;3;0;2;3;2;4;3;-1;2
28;0;Travel_Rarely;Sales;2;1;Technical Degree;3;0;3;Sales Representative;2;Married;2207;0;0;18;1;1;1;5;3;1;0;0;5;0;0
35;1;Travel_Rarely;Sales;5;3;Marketing;4;0;3;Sales Representative;3;Single;6883;0;1;13;2;0;1;3;3;1;0;0;5;0;0
41;1;Travel_Frequently;Sales;2;3;Life Sciences;3;0;2;Sales Representative;4;Single;9355;0;0;14;3;0;3;5;4;3;0;0;5;-1;0
36;1;Travel_Rarely;Sales;7;1;Marketing;2;1;3;Sales Representative;2;Single;7677;1;0;13;2;0;1;2;3;1;0;0;5;0;0
38;1;Travel_Rarely;Sales;12;3;Life Sciences;3;1;4;Sales Representative;2;Single;5343;0;0;15;4;0;1;2;3;1;0;0;5;0;0
